Date,BIR,CPI,CSI,HPI,IP,Change rate compared to the previous month
2013-01,0.8806237797723762,-1.2179743613205136,-0.9537602110973639,-1.1517614213153626,-1.4664488783342082,-1.418012919861553
2013-02,0.8806237797723762,-1.1774659884274992,-0.8826724935000448,-1.1619515914681808,-1.9371823881383214,-0.8409061900799989
2013-03,0.8806237797723762,-1.1887037951010448,-0.4561461879161307,-1.1738531259425364,-1.1421657938024863,1.3242303924065975
2013-04,0.8806237797723762,-1.2055605051113643,-0.17179531752685462,-1.1818526614977618,-1.2467732404256227,-0.22924265237689548
2013-05,0.608049752699974,-1.2055605051113643,0.25473098805705946,-1.1890856351039543,-1.1630872831271124,0.07318142013685726
2013-06,0.608049752699974,-1.220326460391721,0.18364327045974047,-1.199506791748054,-1.1526265384647993,-0.04529833373574701
2013-07,0.608049752699974,-1.1943226984378168,-0.31397075272149266,-1.208909045268516,-1.2886162190748762,-0.2796380937882384
2013-08,0.608049752699974,-1.1513315543029736,-0.3850584703188117,-1.2192030703645635,-1.5292133463080892,-0.4525895634968417
2013-09,0.608049752699974,-1.1276798914202786,0.11255555286242144,-1.2236095380860703,-1.4559881336718952,0.05993252796818349
2013-1,,-1.1649214600477267,,,,
2013-10,0.608049752699974,,0.3969064232516975,-1.2180761837255876,-1.058479836503976,0.5948968966610989
2013-11,0.608049752699974,-1.167273559118934,0.3969064232516975,-1.2155049374888938,-1.089862070490918,-0.11177396594444369
2013-12,0.608049752699974,-1.1525076038385773,0.25473098805705946,-1.213399721624595,-0.34714919946664974,1.1185060766524066
2014-01,0.608049752699974,-1.087040846356641,0.6812572936409735,-1.2109633658042276,-1.3618414317110719,-1.5589091970542588
2014-02,0.608049752699974,-1.0543728037009845,0.9656081640302496,-1.2058946181705843,-1.780271218203617,-0.7465882577953673
2014-03,0.608049752699974,-1.03176651818327,0.9656081640302496,-1.1936000863408003,-0.8701864325823311,1.496872154201218
2014-04,0.608049752699974,-1.0237955157752907,0.6101695760436545,-1.1856016897020185,-1.089862070490918,-0.40340792177771234
2014-05,0.608049752699974,-1.0035413293287836,0.3969064232516975,-1.1852662076270082,-1.1840087724517399,-0.21170244392817206
2014-06,0.608049752699974,-1.0193526619741207,0.3969064232516975,-1.186547275079579,-0.9747938792054673,0.27379799986778586
2014-07,0.608049752699974,-1.0013199024281993,0.3969064232516975,-1.1854536305643097,-0.9957153685300949,-0.09491458426235963
2014-08,0.3354757256275719,-0.9797589942754653,0.8945204464329306,-1.1805866135057947,-1.4664488783342082,-0.8030160826140645
2014-09,0.3354757256275719,-0.9877299966834464,1.1788713168222067,-1.165979084742975,-1.2990769637371908,0.21487124332582613
2014-1,,-1.0249715653108944,,,,
2014-10,0.06290169855516974,,1.1788713168222067,-1.1513948325849774,-1.0270976025170355,0.3799137334929251
2014-11,0.06290169855516974,-1.0497992777291931,0.8234327288356116,-1.1443580373362492,-1.131705049140172,-0.227247994017763
2014-12,0.06290169855516974,-1.0509753272647968,0.6101695760436545,-1.1389876903918013,-0.10655207223343663,1.574598407452925
2015-01,0.06290169855516974,-0.9677371545781838,0.6101695760436545,-1.1339203664037127,-1.3409199423864444,-1.8415042166436932
2015-02,0.06290169855516974,-0.9750547961330506,0.7523450112382926,-1.1225957642904778,-1.8011927075282446,-0.8133533728224455
2015-03,-0.2096723285172324,-0.9738787465974469,1.1077835992248877,-1.1017602133186646,-0.7655789859591948,1.7160802939955508
2015-04,-0.2096723285172324,-0.9700892536493911,1.0366958816275686,-1.0761294682065807,-0.9538723898808399,-0.35155343292253793
2015-05,-0.2096723285172324,-0.9354611284343952,1.0366958816275686,-1.056575767692394,-1.1212443044778588,-0.32437282352610214
2015-06,-0.4822463555896345,-0.9329783571925646,0.8945204464329306,-1.0328878716690737,-0.7237360073099413,0.5718712368390513
2015-07,-0.4822463555896345,-0.9106334160160965,0.8234327288356116,-1.0107568744245847,-1.0375583471793501,-0.5425236244438512
2015-08,-0.4822463555896345,-0.8932540173232878,0.6101695760436545,-0.9884355357694067,-1.2572339850879357,-0.4093380663291786
2015-09,-0.4822463555896345,-0.9255300434670765,0.6812572936409735,-0.9587576510738712,-0.8806471772446456,0.547181517257242
2015-1,,-0.9255300434670765,,,,
2015-10,-0.4822463555896345,,0.8234327288356116,-0.9399742139871596,-0.6818930286606861,0.24712001433035644
2015-11,-0.4822463555896345,-0.9490510341791482,0.3969064232516975,-0.9155931449431612,-0.7655789859591948,-0.18964257316371505
2015-12,-0.4822463555896345,-0.9119401377223234,-0.3850584703188117,-0.9045598918927357,0.21773101229828523,1.4497764602120367
2016-01,-0.4822463555896345,-0.8907712460814572,-0.3850584703188117,-0.8997832763269563,-1.2049302617763675,-2.051872149769
2016-02,-0.4822463555896345,-0.8374570004674255,-0.3850584703188117,-0.8947223587438649,-1.5605955802950313,-0.6342641265337843
2016-03,-0.4822463555896345,-0.8697330266112142,-0.4561461879161307,-0.8920261876097293,-0.441295901427473,1.8090194593216324
2016-04,-0.4822463555896345,-0.8462120358991425,-0.17179531752685462,-0.8884048604117463,-0.8388041985953906,-0.6538471625466623
2016-05,-0.4822463555896345,-0.8387637221736526,-0.10070759992953561,-0.8800058499138179,-0.6714322839983731,0.1971951646983759
2016-06,-0.7548203826620367,-0.8412464934154813,0.25473098805705946,-0.8698776083426374,-0.26346324216814104,0.5592897545481582
2016-07,-0.7548203826620367,-0.8647674841275549,0.25473098805705946,-0.8552608970659888,-0.7446574966345673,-0.7661955215810997
2016-08,-0.7548203826620367,-0.8326221301543877,0.04146783526510242,-0.8404949165529093,-0.8388041985953906,-0.20649865126628564
2016-09,-0.7548203826620367,-0.7581389928994916,0.3258187056543785,-0.8278492425470106,-0.7551182412968818,0.06757058962016294
2016-1,,-0.7408902663773044,,,,
2016-10,-0.7548203826620367,,0.4679941408490165,-0.8059589837658544,-0.5145211140636687,0.3074717681439009
2016-11,-0.7548203826620367,-0.7594457146057185,-0.029619882332216595,-0.7828281602481642,-0.31576696547970917,0.23597573991361143
2016-12,-0.7548203826620367,-0.7457251366903423,-0.7404970583054068,-0.7770497964876837,0.6257000541285173,1.3225721569382418
2017-01,-0.7548203826620367,-0.6119168339727731,-1.0959356462920018,-0.7750877993662069,-0.9747938792054673,-2.219763058082405
2017-02,-0.7548203826620367,-0.5771580365871538,-1.0959356462920018,-0.7742644339595341,-1.0689405811662906,-0.20992668083898772
2017-03,-0.7548203826620367,-0.5859130720188707,-0.5983216231107688,-0.7716423635765309,-0.0019446256103003523,1.6302668552485289
2017-04,-0.7548203826620367,-0.6019857490054543,-0.31397075272149266,-0.7682297428168954,-0.5145211140636687,-0.7937338786339961
2017-05,-0.7548203826620367,-0.5883958432606995,0.11255555286242144,-0.763142986066983,-0.4099136674405324,0.09480376537886182
2017-06,-0.7548203826620367,-0.6155756547502074,0.6101695760436545,-0.7442006701363444,-0.07516983824649603,0.43477415071818915
2017-07,-0.7548203826620367,-0.5945374352799644,0.5390818584463355,-0.7222152406498441,-0.4935996247390411,-0.6634710653969612
2017-08,-0.7548203826620367,-0.5214916919019148,-0.5983216231107688,-0.6967530551714598,-0.5982070713621774,-0.21858931515912602
2017-09,-0.7548203826620367,-0.5065950644509367,-0.31397075272149266,-0.688390774728847,0.018976863714327198,0.8710948901639164
2017-1,,-0.5190089206600861,,,,
2017-10,-0.7548203826620367,,0.18364327045974047,-0.677719839472142,-0.7446574966345673,-1.149974525585903
2017-11,-0.4822463555896345,-0.6143996052146037,-0.10070759992953561,-0.6637093876550443,-0.10655207223343663,0.9169598629447961
2017-12,-0.4822463555896345,-0.568533673326062,-0.10070759992953561,-0.6511074195676813,0.5943178201415767,0.9483118240584419
2018-01,-0.4822463555896345,-0.5152194277120304,0.18364327045974047,-0.629589372916852,-0.5040603694013541,-1.5469594584717288
2018-02,-0.4822463555896345,-0.4173459719156822,0.3258187056543785,-0.6095684319315483,-1.1212443044778588,-0.9865625933182713
2018-03,-0.4822463555896345,-0.43093587766043523,-0.029619882332216595,-0.583075455889144,-0.012405370272613386,1.7062637386945831
2018-04,-0.4822463555896345,-0.4074148869483635,-0.4561461879161307,-0.5651798753527413,-0.24254175284351348,-0.39088570896270103
2018-05,-0.4822463555896345,-0.4011426227584772,-0.3850584703188117,-0.5560382201511023,-0.19023802953194535,0.014329602607909032
2018-06,-0.4822463555896345,-0.42727705688300277,-0.6694093407080878,-0.5468424664183782,0.06081984236358082,0.30275769268689584
2018-07,-0.4822463555896345,-0.4519740971306782,-0.6694093407080878,-0.5363356063118743,-0.2111595188565729,-0.4480218964696717
2018-08,-0.4822463555896345,-0.33802796434774823,0.11255555286242144,-0.5108213154061799,-0.3576099441289643,-0.27528641140840215
2018-09,-0.4822463555896345,-0.23884778684517496,1.4632221872114828,-0.41350524739259087,-0.441295901427473,-0.18563116708921043
2018-1,,-0.2623687775572486,,,,
2018-10,-0.4822463555896345,,0.4679941408490165,-0.35440594774823386,0.018976863714327198,0.6231802207943605
2018-11,-0.2096723285172324,-0.3552766908699355,-0.4561461879161307,-0.3376291390711451,-0.07516983824649603,-0.19618117491954182
2018-12,-0.2096723285172324,-0.3999665732228735,-0.8826724935000448,-0.3354635606353187,0.6466215434531448,0.9753904794165872
2019-01,-0.2096723285172324,-0.41355647896762654,-1.1670233638893208,-0.33606512206453854,-0.38899217811590486,-1.4556379687604095
2019-02,-0.2096723285172324,-0.3577594621117643,-1.664637387070554,-0.3388181678385916,-1.2990769637371908,-1.4100572591727416
2019-03,-0.2096723285172324,-0.3825871745300648,-1.735725104667873,-0.3455079494833147,-0.06470909358418152,1.9437995116401887
2019-04,-0.2096723285172324,-0.33554519310591946,-1.451374234278597,-0.3530665820101898,-0.12747356155806416,-0.1521775810930429
2019-05,-0.2096723285172324,-0.31320025192944956,-1.0248479286946828,-0.35789017787928035,0.00851611905201268,0.13437611219195866
2019-06,-0.2096723285172324,-0.33423847139969254,-0.7404970583054068,-0.3632762561071095,-0.0019446256103003523,-0.07697160260734734
2019-07,-0.4822463555896345,-0.3739628112689712,-0.10070759992953561,-0.35992769939744473,-0.054248348921868486,-0.13671519926501635
2019-08,-0.4822463555896345,-0.3428628346607862,-0.029619882332216595,-0.3532216170111178,-0.2948454761550816,-0.4071873979886883
2019-09,-0.4822463555896345,-0.2946448037010372,0.11255555286242144,-0.3452277760381119,-0.31576696547970917,-0.09276141957939697
2019-1,,-0.2623687775572486,,,,
2019-10,-0.7548203826620367,,0.5390818584463355,-0.33348383912668267,0.09220207635052288,0.5379506763993187
2019-11,-0.7548203826620367,-0.33554519310591946,0.8945204464329306,-0.31987122505990107,0.144505799662091,0.01195421470606471
2019-12,-0.7548203826620367,-0.30444521649773454,1.2499590344195257,-0.28951212596634823,1.1382765425818857,1.337302222461117
2020-01,-0.7548203826620367,-0.25596584119673904,0.6101695760436545,-0.2636649867299205,-0.39945292277821787,-2.045172207221167
2020-02,-0.7548203826620367,-0.2468187892531561,0.3258187056543785,-0.22761984729012308,-0.80742196460845,-0.6669466686469816
2020-03,-1.299968436806841,-0.2755666667901337,0.3258187056543785,-0.1673322307010963,-0.0019446256103003523,1.1816133980754664
2020-04,-1.299968436806841,-0.33306242186408885,-0.8115847759027258,-0.146185399628706,-0.7028145179853137,-1.0625142471206042
2020-05,-1.5725424638792431,-0.3409027521014467,-0.8115847759027258,-0.13662263007192943,-0.6505107946737455,0.01785623237745931
2020-06,-1.5725424638792431,-0.3056212660333382,0.3258187056543785,-0.1027490483792891,0.018976863714327198,0.9554583362297656
2020-07,-1.5725424638792431,-0.3160750396831481,1.2499590344195257,-0.016283793238265884,-0.3053062208173961,-0.5240476394014896
2020-08,-1.5725424638792431,-0.24289862413447716,1.2499590344195257,0.054665647275915295,-0.7028145179853137,-0.646083983722579
2020-09,-1.5725424638792431,-0.17102893029203317,0.6812572936409735,0.12935941796402187,-0.022866114934927906,0.9767788494497487
2020-1,,-0.24420534584070222,,,,
2020-10,-1.5725424638792431,,1.0366958816275686,0.1666071108040385,-0.26346324216814104,-0.406170305209414
2020-11,-1.5725424638792431,-0.25596584119673904,1.6053976224061208,0.25401453457328976,0.07128058702589533,0.4277836043586493
2020-12,-1.5725424638792431,-0.22460452024730942,1.7475730576007589,0.33983943394372207,1.2324232445427075,1.5841276305368355
2021-01,-1.5725424638792431,-0.13182727910524383,1.6053976224061208,0.44164973742727703,-0.4099136674405324,-2.1633275782196164
2021-02,-1.5725424638792431,-0.06126430696902679,1.5343099048088018,0.5748803965832805,-0.7865004752838224,-0.6209856392274773
2021-03,-1.5725424638792431,-0.027289542607143325,1.1788713168222067,0.715467174685975,0.6570822881154579,2.1621391192094954
2021-04,-1.5725424638792431,-0.008995438719975596,1.0366958816275686,0.8277501707827167,0.1758880336490316,-0.708979958303569
2021-05,-1.5725424638792431,0.00015161322360734053,1.1788713168222067,0.9229721985496132,0.12358431033746348,-0.13549124514006133
2021-06,-1.5725424638792431,0.00015161322360734053,1.3921344696141638,1.0740989365179634,0.8035327133878493,0.8972557931607711
2021-07,-1.5725424638792431,0.027592769054359863,1.5343099048088018,1.1966352414478822,0.22819175696059973,-0.8256809836331794
2021-08,-1.299968436806841,0.09162213265944599,1.5343099048088018,1.3593969362604335,-0.054248348921868486,-0.45671230126711254
2021-09,-1.299968436806841,0.1465044443209492,1.4632221872114828,1.5218180950562552,0.27003473560985336,0.4031258315635137
2021-1,,0.17002543503302092,,,,
2021-10,-1.299968436806841,,1.2499590344195257,1.6278931423463279,0.34325994824604905,0.039873560226761744
2021-11,-1.0273944097344387,0.23797496375678784,0.6101695760436545,1.7340456359545866,0.7512289900762811,0.5020529609364468
2021-12,-1.0273944097344387,0.2601892327626345,-0.029619882332216595,1.7786455327160182,2.2471154767871293,1.932467006299436
2022-01,-0.7548203826620367,0.3660336909669601,-0.5272339055134497,1.7968830729147058,0.2909562249344809,-2.368269349247634
2022-02,-0.7548203826620367,0.44051682822185795,-0.7404970583054068,1.8045844771596988,-0.2843847314927686,-0.8613849165135252
2022-03,-0.7548203826620367,0.5293739042452428,-0.24288303512417364,1.8076130738018379,1.1591980319065116,2.0546252540753525
2022-04,-0.4822463555896345,0.6247645887997603,0.4679941408490165,1.8168807760254637,0.8244542027124768,-0.49298979586531216
2022-05,-0.2096723285172324,0.71231494311692,0.25473098805705946,1.8307254314977655,0.9813653726471812,0.145828920221255
2022-06,-0.2096723285172324,0.8050921842589838,-0.6694093407080878,1.827963007864358,1.3161092018412162,0.3754580454742429
2022-07,0.3354757256275719,0.8730417129827507,-1.806812822265192,1.8192112186029765,0.7930719687255348,-0.726577876585287
2022-08,0.608049752699974,0.8599744959204869,-2.233339127849106,1.799503183443174,0.6047785648038897,-0.31219630007386406
2022-09,0.608049752699974,0.8848022083387856,-2.8731285862249774,1.7783320593969258,0.7512289900762811,0.1357497493875758
2022-1,,0.929230746350479,,,,
2022-10,1.1531978068447784,,-3.086391739016934,1.7092917518592508,0.7721504794009086,-0.03415858746187595
2022-11,1.4257718339171803,0.9174702509944421,-3.2996548918088915,1.5829201142920533,1.0336690959587493,0.2860010326798359
2022-12,1.4257718339171803,0.9422979634127426,-3.2285671742115722,1.4475399039096888,2.4877126040203428,1.8298971954091294
2023-01,1.6983458609895825,1.0481424216170683,-2.802040868627658,1.2759855802994162,0.1340450549997765,-2.786179345157897
2023-02,1.6983458609895825,1.0821171859789518,-2.5887777158357013,1.1761373903274799,0.12358431033746348,-0.07679831013786625
2023-03,1.6983458609895825,1.1069448983972503,-1.94898825745983,1.073002453253457,1.4207166484643523,1.7680139012192855
2023-04,1.6983458609895825,1.139612941052907,-1.451374234278597,0.9806199812182256,0.698925266764713,-0.9711640563247519
2023-05,1.6983458609895825,1.1866549224770522,-1.0959356462920018,0.9182818149817686,0.9499831386602391,0.27423056012089125
2023-06,1.6983458609895825,1.190575087595731,-0.5272339055134497,0.8961058401402351,1.4625596271136074,0.6096953305920888
2023-07,1.6983458609895825,1.2075624697766738,-0.3850584703188117,0.8810803867001429,0.7407682454139666,-0.9680291939221338
2023-08,1.6983458609895825,1.336927918693073,-0.029619882332216595,0.880556271589109,0.8139934580501623,0.03566939965464179
2023-09,1.6983458609895825,1.411411055947969,0.18364327045974047,0.8936833043590917,1.117355053257258,0.34021900192895405
2023-1,,1.4662933676094723,,,,
2023-10,1.6983458609895825,,0.04146783526510242,0.9058597704157173,0.9709046279848667,-0.2512575569919859
2023-11,1.6983458609895825,1.3891967869421242,-0.3850584703188117,0.9097653056704063,1.3474914358281582,0.4305892785420851
2023-12,1.6983458609895825,1.3957303954732552,-1.0248479286946828,0.9044705898960623,2.5923200506434787,1.5153834566256719
2024-01,1.6983458609895825,1.4532261505472104,-1.0959356462920018,0.8950110382011296,0.8767579260240449,-2.0319795063659973
2024-02,1.6983458609895825,1.5329361746270123,-1.0959356462920018,0.8887646822846803,0.34325994824604905,-0.7656547702412446
2024-03,1.6983458609895825,1.555150443632859,-0.8826724935000448,0.8798528896061572,1.44163813778898,1.456695486892824
2024-04,1.6983458609895825,1.5629907738702167,-0.4561461879161307,0.8710354739505818,1.1591980319065116,-0.41717830735200034
2024-05,1.6983458609895825,1.5747512692262515,-0.4561461879161307,0.866563725673978,1.2324232445427075,0.03221322340171425
2024-06,1.6983458609895825,1.54077650486437,0.04146783526510242,0.8666713753444348,1.493941861100548,0.27254372104568314
2024-07,1.6983458609895825,1.5786714343449306,0.5390818584463355,0.878549938585939,0.9709046279848667,-0.7168642851304561
2024-08,1.6983458609895825,1.6322470243002087,0.7523450112382926,0.9021427123078635,0.9290616493356131,-0.11679212607174155
2024-09,1.6983458609895825,1.6466209630686974,0.8234327288356116,0.930179113747569,0.9186009046732986,-0.07578787934881412
2024-1,,1.6518478498936016,,,,
2024-10,1.4257718339171803,,0.6101695760436545,0.9470708519066594,1.2324232445427075,0.35033466749233466
2024-11,1.1531978068447784,1.613952920413041,0.11255555286242144,0.9550813787173907,1.2324232445427075,-0.06205398545805
2024-12,1.1531978068447784,1.6805957274305792,-0.31397075272149266,0.9584279359168747,2.6864667526043022,1.7983092591082168
2025-01,1.1531978068447784,1.7851334639286796,-0.4561461879161307,0.9533107067456821,0.4374066502068723,-2.626377264229487
2025-02,0.8806237797723762,1.8334821670590518,-0.5983216231107688,0.9491397954176883,0.47924962885612593,-0.004687177943881543
2025-03,0.8806237797723762,1.8609233228898043,-0.17179531752685462,0.9577876214320042,1.5776278183990569,1.4381741518827291
2025-04,0.8806237797723762,1.8726838182458394,0.04146783526510242,0.9739360870596948,1.2428839892050219,-0.4782695298954981
2025-05,0.608049752699974,1.8583098794773505,0.25473098805705946,0.9848823987879065,1.1382765425818857,-0.1957755626758103
2025-06,0.608049752699974,1.8635367663022564,0.8945204464329306,1.0145769693211675,1.6299315417106248,0.5720042222876727
2025-07,0.608049752699974,1.890977922133007,0.11255555286242144,1.0461946059645626,1.2010410105557667,-0.5930628210644148
2025-08,0.608049752699974,1.8818308701894242,0.25473098805705946,1.058345266310037,0.887218670686358,-0.4646325120651095
2025-09,0.608049752699974,1.961540894269226,0.3258187056543785,1.078632332206208,1.7345389883337612,1.054418315581005
2025-1,,2.0085828756933712,,,,
2025-10,0.608049752699974,,1.0366958816275686,1.1167911055264705,0.8035327133878493,-1.205012664422753
2025-11,0.608049752699974,1.9798349981563936,0.8234327288356116,1.1672260812399977,1.2742662231919624,0.5627317401831388
2025-12,0.608049752699974,2.028183701286764,0.9656081640302496,1.201890394824079,2.9270638798375153,2.0451966584194254
